"Analysis ID","Analysis name","Strata ID","Strata name","Cohort ID","Cohort name","Covariate ID","Covariate name","Covariate short name","Count","Percent"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","133299202","condition_era during day -365 through 0 days relative to index: Swelling of limb"," Swelling of limb","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","198700202","condition_era during day -365 through 0 days relative to index: Secondary malignant neoplasm of liver"," Secondary malignant neoplasm of liver","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","442077202","condition_era during day -365 through 0 days relative to index: Anxiety disorder"," Anxiety disorder","21","10.44776119402985"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","376400202","condition_era during day -365 through 0 days relative to index: Combined form of senile cataract"," Combined form of senile cataract","7","3.482587064676617"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","200970202","condition_era during day -365 through 0 days relative to index: Carcinoma in situ of prostate"," Carcinoma in situ of prostate","11","5.472636815920398"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","437269202","condition_era during day -365 through 0 days relative to index: Intermittent angle-closure glaucoma"," Intermittent angle-closure glaucoma","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","321689202","condition_era during day -365 through 0 days relative to index: Apnea"," Apnea","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","140190202","condition_era during day -365 through 0 days relative to index: Disorder of back"," Disorder of back","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","379809202","condition_era during day -365 through 0 days relative to index: Degenerative drusen"," Degenerative drusen","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","317009202","condition_era during day -365 through 0 days relative to index: Asthma"," Asthma","18","8.955223880597014"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","313878202","condition_era during day -365 through 0 days relative to index: Respiratory symptom"," Respiratory symptom","29","14.427860696517413"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","444406202","condition_era during day -365 through 0 days relative to index: Acute subendocardial infarction"," Acute subendocardial infarction","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","139912202","condition_era during day -365 through 0 days relative to index: Spondylosis with myelopathy"," Spondylosis with myelopathy","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","440075202","condition_era during day -365 through 0 days relative to index: Recurrent major depressive episodes, in full remission"," Recurrent major depressive episodes, in full remission","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","440276202","condition_era during day -365 through 0 days relative to index: Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft"," Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","440530202","condition_era during day -365 through 0 days relative to index: Oropharyngeal dysphagia"," Oropharyngeal dysphagia","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","137520202","condition_era during day -365 through 0 days relative to index: Chronic thyroiditis"," Chronic thyroiditis","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","77646202","condition_era during day -365 through 0 days relative to index: Disorder of bone and articular cartilage"," Disorder of bone and articular cartilage","20","9.950248756218906"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","195906202","condition_era during day -365 through 0 days relative to index: Disorder of lumbar spine"," Disorder of lumbar spine","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","76194202","condition_era during day -365 through 0 days relative to index: Osteoarthrosis involving multiple sites but not designated as generalized"," Osteoarthrosis involving multiple sites but not designated as generalized","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","40481920202","condition_era during day -365 through 0 days relative to index: Periumbilical pain"," Periumbilical pain","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","432597202","condition_era during day -365 through 0 days relative to index: Schizoaffective schizophrenia"," Schizoaffective schizophrenia","11","5.472636815920398"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","78200202","condition_era during day -365 through 0 days relative to index: Benign mammary dysplasia"," Benign mammary dysplasia","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","377864202","condition_era during day -365 through 0 days relative to index: Cataract associated with radiation"," Cataract associated with radiation","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","138525202","condition_era during day -365 through 0 days relative to index: Pain in limb"," Pain in limb","51","25.37313432835821"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","375545202","condition_era during day -365 through 0 days relative to index: Cataract"," Cataract","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","376065202","condition_era during day -365 through 0 days relative to index: Neurologic disorder associated with type 2 diabetes mellitus"," Neurologic disorder associated with type 2 diabetes mellitus","19","9.45273631840796"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","192353202","condition_era during day -365 through 0 days relative to index: Disorder of gallbladder"," Disorder of gallbladder","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","75908202","condition_era during day -365 through 0 days relative to index: Kissing spine"," Kissing spine","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","436118202","condition_era during day -365 through 0 days relative to index: After-cataract with vision obscured"," After-cataract with vision obscured","8","3.9800995024875623"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","44783027202","condition_era during day -365 through 0 days relative to index: Injury of face and neck"," Injury of face and neck","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","377001202","condition_era during day -365 through 0 days relative to index: Nonruptured cerebral aneurysm"," Nonruptured cerebral aneurysm","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","377285202","condition_era during day -365 through 0 days relative to index: Mature cataract"," Mature cataract","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","436073202","condition_era during day -365 through 0 days relative to index: Psychotic disorder"," Psychotic disorder","12","5.970149253731343"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","439405202","condition_era during day -365 through 0 days relative to index: Walking disability"," Walking disability","19","9.45273631840796"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","194692202","condition_era during day -365 through 0 days relative to index: Cirrhosis - non-alcoholic"," Cirrhosis - non-alcoholic","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","194491202","condition_era during day -365 through 0 days relative to index: Tenderness of epigastrium"," Tenderness of epigastrium","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","433450202","condition_era during day -365 through 0 days relative to index: Paranoid schizophrenia"," Paranoid schizophrenia","10","4.975124378109453"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","193155202","condition_era during day -365 through 0 days relative to index: Carcinoid tumor of large intestine"," Carcinoid tumor of large intestine","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","72990202","condition_era during day -365 through 0 days relative to index: Localized osteoarthrosis uncertain if primary OR secondary"," Localized osteoarthrosis uncertain if primary OR secondary","18","8.955223880597014"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","440940202","condition_era during day -365 through 0 days relative to index: Methicillin resistant Staphylococcus aureus infection"," Methicillin resistant Staphylococcus aureus infection","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","373478202","condition_era during day -365 through 0 days relative to index: Presbyopia"," Presbyopia","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","443612202","condition_era during day -365 through 0 days relative to index: Chronic kidney disease stage 4"," Chronic kidney disease stage 4","14","6.965174129353234"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","81250202","condition_era during day -365 through 0 days relative to index: Carcinoma in situ of breast"," Carcinoma in situ of breast","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","75863202","condition_era during day -365 through 0 days relative to index: Chronic interstitial cystitis"," Chronic interstitial cystitis","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","441874202","condition_era during day -365 through 0 days relative to index: Cerebral thrombosis"," Cerebral thrombosis","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","257628202","condition_era during day -365 through 0 days relative to index: Systemic lupus erythematosus"," Systemic lupus erythematosus","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","74125202","condition_era during day -365 through 0 days relative to index: Inflammatory polyarthropathy"," Inflammatory polyarthropathy","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","27674202","condition_era during day -365 through 0 days relative to index: Nausea and vomiting"," Nausea and vomiting","21","10.44776119402985"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","77670202","condition_era during day -365 through 0 days relative to index: Chest pain"," Chest pain","57","28.35820895522388"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","134438202","condition_era during day -365 through 0 days relative to index: Contact dermatitis"," Contact dermatitis","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","442075202","condition_era during day -365 through 0 days relative to index: Chronic glomerulonephritis associated with another disorder"," Chronic glomerulonephritis associated with another disorder","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","137829202","condition_era during day -365 through 0 days relative to index: Aplastic anemia"," Aplastic anemia","12","5.970149253731343"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","201894202","condition_era during day -365 through 0 days relative to index: Acute vascular insufficiency of intestine"," Acute vascular insufficiency of intestine","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","376688202","condition_era during day -365 through 0 days relative to index: Subcapsular glaucomatous flecks"," Subcapsular glaucomatous flecks","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","438749202","condition_era during day -365 through 0 days relative to index: Posterior subcapsular polar senile cataract"," Posterior subcapsular polar senile cataract","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","140168202","condition_era during day -365 through 0 days relative to index: Psoriasis"," Psoriasis","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","312922202","condition_era during day -365 through 0 days relative to index: Coronary bypass graft finding"," Coronary bypass graft finding","15","7.462686567164178"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","439082202","condition_era during day -365 through 0 days relative to index: Menopausal syndrome"," Menopausal syndrome","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","74464202","condition_era during day -365 through 0 days relative to index: Idiopathic scoliosis AND/OR kyphoscoliosis"," Idiopathic scoliosis AND/OR kyphoscoliosis","7","3.482587064676617"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","321876202","condition_era during day -365 through 0 days relative to index: Disorder of capillaries"," Disorder of capillaries","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","4016359202","condition_era during day -365 through 0 days relative to index: Streptococcus carrier"," Streptococcus carrier","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","80180202","condition_era during day -365 through 0 days relative to index: Osteoarthritis"," Osteoarthritis","31","15.422885572139302"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","380733202","condition_era during day -365 through 0 days relative to index: Otalgia"," Otalgia","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","436948202","condition_era during day -365 through 0 days relative to index: Benign neoplasm of choroid"," Benign neoplasm of choroid","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","141104202","condition_era during day -365 through 0 days relative to index: Intervertebral disc disorder of lumbar region with myelopathy"," Intervertebral disc disorder of lumbar region with myelopathy","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","438112202","condition_era during day -365 through 0 days relative to index: Neoplastic disease"," Neoplastic disease","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","376124202","condition_era during day -365 through 0 days relative to index: Pinguecula"," Pinguecula","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","30437202","condition_era during day -365 through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis"," Gastro-esophageal reflux disease with esophagitis","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","434303202","condition_era during day -365 through 0 days relative to index: Benign neoplasm of rectum and anal canal"," Benign neoplasm of rectum and anal canal","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","375415202","condition_era during day -365 through 0 days relative to index: Injury of head"," Injury of head","12","5.970149253731343"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","137967202","condition_era during day -365 through 0 days relative to index: Muscle, ligament and fascia disorders"," Muscle, ligament and fascia disorders","8","3.9800995024875623"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","257011202","condition_era during day -365 through 0 days relative to index: Acute upper respiratory infection"," Acute upper respiratory infection","11","5.472636815920398"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","319041202","condition_era during day -365 through 0 days relative to index: Orthostatic hypotension"," Orthostatic hypotension","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","141932202","condition_era during day -365 through 0 days relative to index: Senile hyperkeratosis"," Senile hyperkeratosis","7","3.482587064676617"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","375791202","condition_era during day -365 through 0 days relative to index: Uncomplicated senile dementia"," Uncomplicated senile dementia","9","4.477611940298507"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","375249202","condition_era during day -365 through 0 days relative to index: Traction detachment of retina"," Traction detachment of retina","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","443454202","condition_era during day -365 through 0 days relative to index: Cerebral infarction"," Cerebral infarction","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","320536202","condition_era during day -365 through 0 days relative to index: Electrocardiogram abnormal"," Electrocardiogram abnormal","11","5.472636815920398"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","437541202","condition_era during day -365 through 0 days relative to index: Glaucoma"," Glaucoma","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","433736202","condition_era during day -365 through 0 days relative to index: Obesity"," Obesity","11","5.472636815920398"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","141508202","condition_era during day -365 through 0 days relative to index: Dermatophytosis of scalp or beard"," Dermatophytosis of scalp or beard","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","434002202","condition_era during day -365 through 0 days relative to index: Mineral deficiency"," Mineral deficiency","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","139906202","condition_era during day -365 through 0 days relative to index: Intervertebral disc disorder of cervical region with myelopathy"," Intervertebral disc disorder of cervical region with myelopathy","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","259043202","condition_era during day -365 through 0 days relative to index: Emphysematous bleb of lung"," Emphysematous bleb of lung","5","2.4875621890547266"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","258375202","condition_era during day -365 through 0 days relative to index: Overlapping malignant neoplasm of bronchus and lung"," Overlapping malignant neoplasm of bronchus and lung","6","2.9850746268656714"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","312950202","condition_era during day -365 through 0 days relative to index: IgE-mediated allergic asthma"," IgE-mediated allergic asthma","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","80509202","condition_era during day -365 through 0 days relative to index: Bone cyst"," Bone cyst","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","4101660202","condition_era during day -365 through 0 days relative to index: Amputated below knee"," Amputated below knee","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","381033202","condition_era during day -365 through 0 days relative to index: Aphakia"," Aphakia","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","439147202","condition_era during day -365 through 0 days relative to index: Amnesia"," Amnesia","9","4.477611940298507"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","443732202","condition_era during day -365 through 0 days relative to index: Disorder due to type 2 diabetes mellitus"," Disorder due to type 2 diabetes mellitus","16","7.960199004975125"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","136834202","condition_era during day -365 through 0 days relative to index: Closed intertrochanteric fracture"," Closed intertrochanteric fracture","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","200219202","condition_era during day -365 through 0 days relative to index: Abdominal pain"," Abdominal pain","42","20.8955223880597"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","4222781202","condition_era during day -365 through 0 days relative to index: Inguinal hernia without obstruction AND without gangrene"," Inguinal hernia without obstruction AND without gangrene","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","439125202","condition_era during day -365 through 0 days relative to index: Complete trisomy 21 syndrome"," Complete trisomy 21 syndrome","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","79116202","condition_era during day -365 through 0 days relative to index: Disorder of tendon of shoulder region"," Disorder of tendon of shoulder region","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","198846202","condition_era during day -365 through 0 days relative to index: Enthesopathy of hip region"," Enthesopathy of hip region","4","1.9900497512437811"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","376946202","condition_era during day -365 through 0 days relative to index: Senile dementia with delirium"," Senile dementia with delirium","3","1.4925373134328357"
"23","ConditionEraLongTerm","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","77630202","condition_era during day -365 through 0 days relative to index: Disorder of shoulder"," Disorder of shoulder","6","2.9850746268656714"
