"Analysis ID","Analysis name","Strata ID","Strata name","Target cohort ID","Target cohort name","Comparator cohort ID","Comparator cohort name","Covariate ID","Covariate name","Covariate short name","Target count","Target percent","Comparator count","Comparator percent","Std. Diff Of Mean"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600191409","drug_era group any time prior through 0 days relative to index: Belladonna alkaloids, tertiary amines"," Belladonna alkaloids, tertiary amines","40","19.900497512437813","0","0","0.7049"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","998415409","drug_era group any time prior through 0 days relative to index: Clobetasol"," Clobetasol","13","6.467661691542288","0","0","0.3719"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1331247409","drug_era group any time prior through 0 days relative to index: Pentoxifylline"," Pentoxifylline","6","2.9850746268656714","0","0","0.2481"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604923409","drug_era group any time prior through 0 days relative to index: Other agents against leishmaniasis and trypanosomiasis"," Other agents against leishmaniasis and trypanosomiasis","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601128409","drug_era group any time prior through 0 days relative to index: Folic acid and derivatives"," Folic acid and derivatives","5","2.4875621890547266","0","0","0.2259"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","529303409","drug_era group any time prior through 0 days relative to index: diphtheria toxoid vaccine, inactivated"," diphtheria toxoid vaccine, inactivated","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600961409","drug_era group any time prior through 0 days relative to index: ANTITHROMBOTIC AGENTS"," ANTITHROMBOTIC AGENTS","201","100.0","0","0","Infinity"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1196677409","drug_era group any time prior through 0 days relative to index: formoterol"," formoterol","3","1.4925373134328357","0","0","0.1741"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21603409409","drug_era group any time prior through 0 days relative to index: Other cough suppressants"," Other cough suppressants","8","3.9800995024875623","0","0","0.2879"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21605084409","drug_era group any time prior through 0 days relative to index: Other antiallergics"," Other antiallergics","19","9.45273631840796","0","0","0.4569"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604147409","drug_era group any time prior through 0 days relative to index: DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION"," DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION","40","19.900497512437813","0","0","0.7049"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1316354409","drug_era group any time prior through 0 days relative to index: Bendroflumethiazide"," Bendroflumethiazide","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","996541409","drug_era group any time prior through 0 days relative to index: fluocinolone"," fluocinolone","12","5.970149253731343","0","0","0.3563"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21603207409","drug_era group any time prior through 0 days relative to index: NASAL DECONGESTANTS FOR SYSTEMIC USE"," NASAL DECONGESTANTS FOR SYSTEMIC USE","66","32.83582089552239","0","0","0.9888"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604510409","drug_era group any time prior through 0 days relative to index: Phenothiazines with piperidine structure"," Phenothiazines with piperidine structure","20","9.950248756218906","0","0","0.4701"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601131409","drug_era group any time prior through 0 days relative to index: OTHER ANTIANEMIC PREPARATIONS"," OTHER ANTIANEMIC PREPARATIONS","41","20.398009950248756","0","0","0.7159"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1302398409","drug_era group any time prior through 0 days relative to index: Ticlopidine"," Ticlopidine","12","5.970149253731343","0","0","0.3563"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601784409","drug_era group any time prior through 0 days relative to index: ACE inhibitors, plain"," ACE inhibitors, plain","174","86.56716417910447","0","0","3.5901"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","907013409","drug_era group any time prior through 0 days relative to index: Metolazone"," Metolazone","35","17.412935323383085","0","0","0.6494"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604428409","drug_era group any time prior through 0 days relative to index: Other antiepileptics"," Other antiepileptics","108","53.73134328358209","0","0","1.5240"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604967409","drug_era group any time prior through 0 days relative to index: ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS"," ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS","6","2.9850746268656714","0","0","0.2481"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601907409","drug_era group any time prior through 0 days relative to index: DERMATOLOGICALS"," DERMATOLOGICALS","170","84.5771144278607","0","0","3.3118"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1201620409","drug_era group any time prior through 0 days relative to index: Codeine"," Codeine","65","32.33830845771145","0","0","0.9777"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1236744409","drug_era group any time prior through 0 days relative to index: Terbutaline"," Terbutaline","16","7.960199004975125","0","0","0.4159"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1174888409","drug_era group any time prior through 0 days relative to index: Hydrocodone"," Hydrocodone","103","51.243781094527364","0","0","1.4498"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21602797409","drug_era group any time prior through 0 days relative to index: TETRACYCLINES"," TETRACYCLINES","37","18.407960199004975","0","0","0.6717"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1124300409","drug_era group any time prior through 0 days relative to index: Diclofenac"," Diclofenac","33","16.417910447761194","0","0","0.6268"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1300978409","drug_era group any time prior through 0 days relative to index: Megestrol"," Megestrol","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604557409","drug_era group any time prior through 0 days relative to index: Other antipsychotics"," Other antipsychotics","45","22.388059701492537","0","0","0.7596"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","942799409","drug_era group any time prior through 0 days relative to index: trimethobenzamide"," trimethobenzamide","6","2.9850746268656714","0","0","0.2481"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600885409","drug_era group any time prior through 0 days relative to index: Sodium"," Sodium","80","39.800995024875625","0","0","1.1499"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601939409","drug_era group any time prior through 0 days relative to index: Other antifungals for topical use"," Other antifungals for topical use","20","9.950248756218906","0","0","0.4701"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600109409","drug_era group any time prior through 0 days relative to index: Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)"," Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)","9","4.477611940298507","0","0","0.3062"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600680409","drug_era group any time prior through 0 days relative to index: ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS"," ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","16","7.960199004975125","0","0","0.4159"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","836715409","drug_era group any time prior through 0 days relative to index: Temazepam"," Temazepam","13","6.467661691542288","0","0","0.3719"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1315865409","drug_era group any time prior through 0 days relative to index: fondaparinux"," fondaparinux","3","1.4925373134328357","0","0","0.1741"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600264409","drug_era group any time prior through 0 days relative to index: Antiarrhythmics, class Ic"," Antiarrhythmics, class Ic","5","2.4875621890547266","0","0","0.2259"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21602683409","drug_era group any time prior through 0 days relative to index: ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES"," ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600835409","drug_era group any time prior through 0 days relative to index: ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS"," ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS","3","1.4925373134328357","0","0","0.1741"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1343039409","drug_era group any time prior through 0 days relative to index: Triptorelin"," Triptorelin","5","2.4875621890547266","0","0","0.2259"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604838409","drug_era group any time prior through 0 days relative to index: OTHER NERVOUS SYSTEM DRUGS"," OTHER NERVOUS SYSTEM DRUGS","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1551099409","drug_era group any time prior through 0 days relative to index: Prednisone"," Prednisone","48","23.88059701492537","0","0","0.7921"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601245409","drug_era group any time prior through 0 days relative to index: IMMUNE SERA AND IMMUNOGLOBULINS"," IMMUNE SERA AND IMMUNOGLOBULINS","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601579409","drug_era group any time prior through 0 days relative to index: Ergot alkaloids"," Ergot alkaloids","22","10.945273631840797","0","0","0.4958"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1360421409","drug_era group any time prior through 0 days relative to index: Quinidine"," Quinidine","6","2.9850746268656714","0","0","0.2481"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600841409","drug_era group any time prior through 0 days relative to index: Other plain vitamin preparations"," Other plain vitamin preparations","12","5.970149253731343","0","0","0.3563"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21602753409","drug_era group any time prior through 0 days relative to index: Thyroid hormones"," Thyroid hormones","151","75.12437810945273","0","0","2.4576"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1777806409","drug_era group any time prior through 0 days relative to index: Ceftriaxone"," Ceftriaxone","28","13.930348258706468","0","0","0.5689"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600642409","drug_era group any time prior through 0 days relative to index: ANTIPROPULSIVES"," ANTIPROPULSIVES","16","7.960199004975125","0","0","0.4159"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21603491409","drug_era group any time prior through 0 days relative to index: Piperazine derivatives"," Piperazine derivatives","38","18.90547263681592","0","0","0.6828"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","19076414409","drug_era group any time prior through 0 days relative to index: Potassium Acetate"," Potassium Acetate","3","1.4925373134328357","0","0","0.1741"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21603292409","drug_era group any time prior through 0 days relative to index: Anticholinergics"," Anticholinergics","15","7.462686567164178","0","0","0.4016"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1118045409","drug_era group any time prior through 0 days relative to index: oxaprozin"," oxaprozin","7","3.482587064676617","0","0","0.2686"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601854409","drug_era group any time prior through 0 days relative to index: LIPID MODIFYING AGENTS, PLAIN"," LIPID MODIFYING AGENTS, PLAIN","180","89.55223880597015","0","0","4.1404"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1376289409","drug_era group any time prior through 0 days relative to index: Hydroflumethiazide"," Hydroflumethiazide","3","1.4925373134328357","0","0","0.1741"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604343409","drug_era group any time prior through 0 days relative to index: Anilides"," Anilides","149","74.12935323383084","0","0","2.3939"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21602507409","drug_era group any time prior through 0 days relative to index: 3-oxoandrosten (4) derivatives"," 3-oxoandrosten (4) derivatives","40","19.900497512437813","0","0","0.7049"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601160409","drug_era group any time prior through 0 days relative to index: Solutions affecting the electrolyte balance"," Solutions affecting the electrolyte balance","80","39.800995024875625","0","0","1.1499"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21602645409","drug_era group any time prior through 0 days relative to index: Drugs used in erectile dysfunction"," Drugs used in erectile dysfunction","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21603813409","drug_era group any time prior through 0 days relative to index: HORMONES AND RELATED AGENTS"," HORMONES AND RELATED AGENTS","30","14.925373134328357","0","0","0.5923"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601119409","drug_era group any time prior through 0 days relative to index: VITAMIN B12 AND FOLIC ACID"," VITAMIN B12 AND FOLIC ACID","44","21.890547263681594","0","0","0.7487"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","40173533409","drug_era group any time prior through 0 days relative to index: American cockroach allergenic extract"," American cockroach allergenic extract","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601746409","drug_era group any time prior through 0 days relative to index: Dihydropyridine derivatives"," Dihydropyridine derivatives","132","65.67164179104478","0","0","1.9560"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","40161146409","drug_era group any time prior through 0 days relative to index: California black walnut pollen extract"," California black walnut pollen extract","6","2.9850746268656714","0","0","0.2481"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1549254409","drug_era group any time prior through 0 days relative to index: Estrone"," Estrone","3","1.4925373134328357","0","0","0.1741"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","923672409","drug_era group any time prior through 0 days relative to index: Hyoscyamine"," Hyoscyamine","26","12.935323383084576","0","0","0.5451"
