"Analysis ID","Analysis name","Strata ID","Strata name","Cohort ID","Cohort name","Covariate ID","Covariate name","Covariate short name","Count","Percent"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40223267301","drug_exposure any time prior through 0 days relative to index: Aspirin 325 MG / Codeine Phosphate 30 MG Oral Tablet"," Aspirin 325 MG / Codeine Phosphate 30 MG Oral Tablet","40","2.6863666890530555"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","19126251301","drug_exposure any time prior through 0 days relative to index: Phenobarbital 4 MG/ML Oral Solution"," Phenobarbital 4 MG/ML Oral Solution","5","0.8756567425569177"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40237527301","drug_exposure any time prior through 0 days relative to index: 24 HR Divalproex Sodium 250 MG Extended Release Oral Tablet"," 24 HR Divalproex Sodium 250 MG Extended Release Oral Tablet","3","0.5253940455341506"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","2213440301","drug_exposure any time prior through 0 days relative to index: Influenza virus vaccine, trivalent (IIV3), split virus, 0.5 mL dosage, for intramuscular use"," Influenza virus vaccine, trivalent (IIV3), split virus, 0.5 mL dosage, for intramuscular use","495","33.243787777031564"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40166816301","drug_exposure any time prior through 0 days relative to index: 24 HR Glipizide 5 MG Extended Release Oral Tablet [Glucotrol]"," 24 HR Glipizide 5 MG Extended Release Oral Tablet [Glucotrol]","30","2.0147750167897915"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","1163946301","drug_exposure any time prior through 0 days relative to index: Guaifenesin 90 MG / Theophylline 150 MG Oral Capsule"," Guaifenesin 90 MG / Theophylline 150 MG Oral Capsule","36","2.41773002014775"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19133566301","drug_exposure any time prior through 0 days relative to index: 24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule"," 24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule","95","6.3801208865010075"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","749933301","drug_exposure any time prior through 0 days relative to index: Aspirin 325 MG / Carisoprodol 200 MG Oral Tablet"," Aspirin 325 MG / Carisoprodol 200 MG Oral Tablet","53","3.585926928281461"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","1346990301","drug_exposure any time prior through 0 days relative to index: carvedilol 3.125 MG Oral Tablet"," carvedilol 3.125 MG Oral Tablet","37","2.4848891873740766"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","46287321301","drug_exposure any time prior through 0 days relative to index: Ceftriaxone 500 MG Injection"," Ceftriaxone 500 MG Injection","11","1.926444833625219"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40161046301","drug_exposure any time prior through 0 days relative to index: Arizona cypress pollen extract 50 MG/ML Injectable Solution"," Arizona cypress pollen extract 50 MG/ML Injectable Solution","15","1.0148849797023005"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19019336301","drug_exposure any time prior through 0 days relative to index: Nitroglycerin 0.4 MG Sublingual Tablet"," Nitroglycerin 0.4 MG Sublingual Tablet","26","1.7461383478844863"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","1548198301","drug_exposure any time prior through 0 days relative to index: Estradiol 1 MG Oral Tablet"," Estradiol 1 MG Oral Tablet","31","2.097428958051421"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40179061301","drug_exposure any time prior through 0 days relative to index: Carteolol Hydrochloride 10 MG/ML Ophthalmic Solution [Ocupress]"," Carteolol Hydrochloride 10 MG/ML Ophthalmic Solution [Ocupress]","14","0.9402283411685695"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40168550301","drug_exposure any time prior through 0 days relative to index: Balsalazide disodium 750 MG Oral Capsule [Colazal]"," Balsalazide disodium 750 MG Oral Capsule [Colazal]","6","0.40595399188092013"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","1502829301","drug_exposure any time prior through 0 days relative to index: nateglinide 120 MG Oral Tablet"," nateglinide 120 MG Oral Tablet","4","0.7005253940455342"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19079436301","drug_exposure any time prior through 0 days relative to index: quinapril 5 MG Oral Tablet"," quinapril 5 MG Oral Tablet","20","1.3431833445265278"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","19077893301","drug_exposure any time prior through 0 days relative to index: 12 HR Guaifenesin 600 MG / Pseudoephedrine 120 MG Extended Release Oral Tablet"," 12 HR Guaifenesin 600 MG / Pseudoephedrine 120 MG Extended Release Oral Tablet","33","2.2327469553450605"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40171683301","drug_exposure any time prior through 0 days relative to index: Benazepril hydrochloride 5 MG Oral Tablet [Lotensin]"," Benazepril hydrochloride 5 MG Oral Tablet [Lotensin]","15","1.0148849797023005"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40162465301","drug_exposure any time prior through 0 days relative to index: Acetaminophen 500 MG / Hydrocodone Bitartrate 10 MG Oral Tablet"," Acetaminophen 500 MG / Hydrocodone Bitartrate 10 MG Oral Tablet","91","6.156968876860622"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","1314008301","drug_exposure any time prior through 0 days relative to index: Atenolol 50 MG Oral Tablet"," Atenolol 50 MG Oral Tablet","276","18.535930154466087"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","42800772301","drug_exposure any time prior through 0 days relative to index: Flurazepam Hydrochloride 30 MG Oral Capsule"," Flurazepam Hydrochloride 30 MG Oral Capsule","20","1.3431833445265278"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","1196534301","drug_exposure any time prior through 0 days relative to index: 100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]"," 100 ACTUAT flunisolide 0.25 MG/ACTUAT Metered Dose Inhaler [AeroBid]","10","0.6765899864682002"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40167793301","drug_exposure any time prior through 0 days relative to index: 12 HR Acetazolamide 500 MG Extended Release Oral Capsule [Diamox]"," 12 HR Acetazolamide 500 MG Extended Release Oral Capsule [Diamox]","14","0.9472259810554804"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","19036749301","drug_exposure any time prior through 0 days relative to index: quinapril 5 MG Oral Tablet [Accupril]"," quinapril 5 MG Oral Tablet [Accupril]","16","1.0825439783491204"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40174911301","drug_exposure any time prior through 0 days relative to index: Levothyroxine Sodium 0.088 MG Oral Tablet [Levothroid]"," Levothyroxine Sodium 0.088 MG Oral Tablet [Levothroid]","13","0.8730691739422431"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","1140089301","drug_exposure any time prior through 0 days relative to index: Dyphylline 200 MG Oral Tablet"," Dyphylline 200 MG Oral Tablet","22","1.4775016789791806"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","19073408301","drug_exposure any time prior through 0 days relative to index: Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet"," Acetaminophen 250 MG / Aspirin 250 MG / Caffeine 65 MG Oral Tablet","8","1.4010507880910683"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","1134440301","drug_exposure any time prior through 0 days relative to index: Aspirin 400 MG / Caffeine 32 MG Oral Tablet"," Aspirin 400 MG / Caffeine 32 MG Oral Tablet","13","0.8730691739422431"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40162725301","drug_exposure any time prior through 0 days relative to index: Amitriptyline Hydrochloride 50 MG / Perphenazine 4 MG Oral Tablet"," Amitriptyline Hydrochloride 50 MG / Perphenazine 4 MG Oral Tablet","18","1.2178619756427604"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40163202301","drug_exposure any time prior through 0 days relative to index: Pemirolast potassium 1 MG/ML Ophthalmic Solution [Alamast]"," Pemirolast potassium 1 MG/ML Ophthalmic Solution [Alamast]","10","0.6715916722632639"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","906933301","drug_exposure any time prior through 0 days relative to index: Metoclopramide 5 MG Oral Tablet"," Metoclopramide 5 MG Oral Tablet","20","3.502626970227671"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19076374301","drug_exposure any time prior through 0 days relative to index: Diazepam 5 MG/ML Injectable Solution"," Diazepam 5 MG/ML Injectable Solution","22","1.4775016789791806"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","19037852301","drug_exposure any time prior through 0 days relative to index: Simvastatin 5 MG Oral Tablet [Zocor]"," Simvastatin 5 MG Oral Tablet [Zocor]","3","0.5253940455341506"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40169689301","drug_exposure any time prior through 0 days relative to index: Labetalol hydrochloride 200 MG Oral Tablet"," Labetalol hydrochloride 200 MG Oral Tablet","103","6.917394224311618"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40167218301","drug_exposure any time prior through 0 days relative to index: Metoprolol Tartrate 50 MG Oral Tablet"," Metoprolol Tartrate 50 MG Oral Tablet","263","17.794316644113668"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40165805301","drug_exposure any time prior through 0 days relative to index: Fluphenazine Hydrochloride 10 MG Oral Tablet"," Fluphenazine Hydrochloride 10 MG Oral Tablet","11","1.926444833625219"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40172619301","drug_exposure any time prior through 0 days relative to index: river birch pollen extract 20000 UNT/ML Injectable Solution"," river birch pollen extract 20000 UNT/ML Injectable Solution","6","1.0507880910683012"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19122220301","drug_exposure any time prior through 0 days relative to index: Amoxicillin 250 MG Chewable Tablet"," Amoxicillin 250 MG Chewable Tablet","30","2.0147750167897915"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","19068340301","drug_exposure any time prior through 0 days relative to index: eprosartan 600 MG Oral Tablet [Teveten]"," eprosartan 600 MG Oral Tablet [Teveten]","9","1.5761821366024518"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40232745301","drug_exposure any time prior through 0 days relative to index: Oxycodone Hydrochloride 30 MG Oral Tablet"," Oxycodone Hydrochloride 30 MG Oral Tablet","35","2.350570852921424"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","46234523301","drug_exposure any time prior through 0 days relative to index: doxycycline hyclate 100 MG Oral Capsule"," doxycycline hyclate 100 MG Oral Capsule","6","1.0507880910683012"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","1713370301","drug_exposure any time prior through 0 days relative to index: Amoxicillin 50 MG/ML Oral Suspension"," Amoxicillin 50 MG/ML Oral Suspension","40","2.6863666890530555"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40165336301","drug_exposure any time prior through 0 days relative to index: Ursodiol 300 MG Oral Capsule [Actigall]"," Ursodiol 300 MG Oral Capsule [Actigall]","6","1.0507880910683012"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","902430301","drug_exposure any time prior through 0 days relative to index: Timolol 10 MG Oral Tablet"," Timolol 10 MG Oral Tablet","5","0.8756567425569177"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40164715301","drug_exposure any time prior through 0 days relative to index: Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG Oral Tablet"," Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG Oral Tablet","33","2.2327469553450605"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","1343916301","drug_exposure any time prior through 0 days relative to index: Epinephrine"," Epinephrine","21","1.4208389715832206"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","1768880301","drug_exposure any time prior through 0 days relative to index: Cefaclor 50 MG/ML Oral Suspension"," Cefaclor 50 MG/ML Oral Suspension","7","1.2259194395796849"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40169988301","drug_exposure any time prior through 0 days relative to index: Morphine Sulfate 30 MG Extended Release Oral Tablet"," Morphine Sulfate 30 MG Extended Release Oral Tablet","13","0.8795669824086604"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19049333301","drug_exposure any time prior through 0 days relative to index: Potassium Chloride 20 MEQ Extended Release Oral Tablet [K-Dur]"," Potassium Chloride 20 MEQ Extended Release Oral Tablet [K-Dur]","9","0.6044325050369375"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","1525216301","drug_exposure any time prior through 0 days relative to index: pioglitazone 15 MG Oral Tablet [Actos]"," pioglitazone 15 MG Oral Tablet [Actos]","9","1.5761821366024518"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40166650301","drug_exposure any time prior through 0 days relative to index: Fluphenazine Hydrochloride 2.5 MG Oral Tablet"," Fluphenazine Hydrochloride 2.5 MG Oral Tablet","20","1.3531799729364005"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","19077601301","drug_exposure any time prior through 0 days relative to index: Gentamicin 3 MG/ML Ophthalmic Solution"," Gentamicin 3 MG/ML Ophthalmic Solution","43","2.9093369418132613"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19079728301","drug_exposure any time prior through 0 days relative to index: Theophylline 75 MG Extended Release Oral Capsule"," Theophylline 75 MG Extended Release Oral Capsule","13","0.8730691739422431"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","19074937301","drug_exposure any time prior through 0 days relative to index: cefprozil 50 MG/ML Oral Suspension"," cefprozil 50 MG/ML Oral Suspension","18","1.2178619756427604"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","948107301","drug_exposure any time prior through 0 days relative to index: pantoprazole 20 MG Delayed Release Oral Tablet [Protonix]"," pantoprazole 20 MG Delayed Release Oral Tablet [Protonix]","20","1.3531799729364005"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40242779301","drug_exposure any time prior through 0 days relative to index: Levobunolol Hydrochloride 5 MG/ML Ophthalmic Solution [Betagan]"," Levobunolol Hydrochloride 5 MG/ML Ophthalmic Solution [Betagan]","30","2.029769959404601"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40221822301","drug_exposure any time prior through 0 days relative to index: Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution"," Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution","13","2.276707530647986"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","40171849301","drug_exposure any time prior through 0 days relative to index: Verapamil hydrochloride 120 MG Extended Release Oral Tablet"," Verapamil hydrochloride 120 MG Extended Release Oral Tablet","21","1.4103425117528543"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","1506270301","drug_exposure any time prior through 0 days relative to index: Methylprednisolone"," Methylprednisolone","132","8.865010073875084"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40231815301","drug_exposure any time prior through 0 days relative to index: Abuse-Deterrent 12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin]"," Abuse-Deterrent 12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin]","11","0.7442489851150204"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","42799331301","drug_exposure any time prior through 0 days relative to index: Caffeine 100 MG / Ergotamine Tartrate 1 MG Oral Tablet"," Caffeine 100 MG / Ergotamine Tartrate 1 MG Oral Tablet","5","0.8756567425569177"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40163070301","drug_exposure any time prior through 0 days relative to index: Clomipramine Hydrochloride 50 MG Oral Capsule"," Clomipramine Hydrochloride 50 MG Oral Capsule","9","1.5761821366024518"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","43011826301","drug_exposure any time prior through 0 days relative to index: heparin sodium, porcine 1000 UNT/ML Injectable Solution"," heparin sodium, porcine 1000 UNT/ML Injectable Solution","47","3.1799729364005414"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40228203301","drug_exposure any time prior through 0 days relative to index: cetirizine hydrochloride 1 MG/ML Oral Solution"," cetirizine hydrochloride 1 MG/ML Oral Solution","3","0.5253940455341506"
"28","DrugExposureAnyTimePrior","8","Male","35","[demo] celecoxib new users","40162502301","drug_exposure any time prior through 0 days relative to index: Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin]"," Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin]","5","0.8756567425569177"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","718129301","drug_exposure any time prior through 0 days relative to index: oxcarbazepine 600 MG Oral Tablet"," oxcarbazepine 600 MG Oral Tablet","38","2.571041948579161"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","19049106301","drug_exposure any time prior through 0 days relative to index: Potassium Chloride 20 MEQ Extended Release Oral Tablet"," Potassium Chloride 20 MEQ Extended Release Oral Tablet","31","2.097428958051421"
"28","DrugExposureAnyTimePrior","0","All stratas","35","[demo] celecoxib new users","19133582301","drug_exposure any time prior through 0 days relative to index: 12 HR Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule"," 12 HR Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule","23","1.544660846205507"
"28","DrugExposureAnyTimePrior","9","Age > 30","35","[demo] celecoxib new users","40222006301","drug_exposure any time prior through 0 days relative to index: Aspirin 385 MG / Caffeine 30 MG / Orphenadrine Citrate 25 MG Oral Tablet"," Aspirin 385 MG / Caffeine 30 MG / Orphenadrine Citrate 25 MG Oral Tablet","20","1.3531799729364005"
